Genl group,Order acro,Order,Family acro,Family,Subfam acro,Genus,Species,Species acro1,Species acro2,Uncertain Id1,Common name,Comments,Growth form,Growth form,Cultivated only?8,Plant type2,Plant type2,Plant type2,Habitat (weeds) 3,Habitat (weeds) 3,Habitat (weeds) 3,Habitat (weeds) 3,Location 4,Location 4,Location 4,Location 4,B2,B3 incl. hammock5,NWH (NW hammock),B5,B6,B10,B16,Status6,Status6,Sources7,,
A4.5,Rosa,Rosales,Mora,Moraceae,NA,Ficus,microcarpa,FicMic,FiMi,NA,NA,Mislabeled F. aurea; incl. subsp. fuyuensis ,Tree,NA,N,Landsc,Weed,NA,L&L,G&P,NA,NA,NA,NA,NA,NA,B2,NF,NA,NA,NA,NF,NA,NA,NA,[4also],,
A4.5,Rosa,Rosales,Mora,Moraceae,NA,Ficus,religiosa,FicRel,FiRe,NA,Bo tree,NA,Tree,NA,N,Landsc,NA,NA,NA,NA,NA,NA,Arbo,NA,NA,NA,NF,NF,NA,NA,NA,NA,NA,NA,NA,[4also],,
A3,Zing,Zingeberales,Musa,Musaceae,NA,Musa,x paridisiaca,MusNAPar,MuNAPa,NA,Banana,NA,Tree,Shrub,Y,CropP,NA,NA,NA,NA,NA,NA,B5,NA,NA,NA,NF,NA,NA,B5,NA,NA,NA,NA,NA,[3],,
A3,Zing,Zingeberales,Musa,Musaceae,NA,Ravanella,madigascarensis,RavMad,RaMa,NA,Traveler palm,NA,Tree,Shrub,Y,Landsc,NA,NA,NA,NA,NA,NA,8266,SoilSci,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,,
A4.5,Faga,Fagales,Myri,Myricaceae,NA,Myrica,cerifera,MyrCer,MyCe,NA,NA,NA,Shrub,Tree,N,Landsc,NA,NA,NA,NA,NA,NA,8260,Tchng,NA,NA,NA,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.8,Eric,Ericales,Myrs,Myrsinaceae,NA,Ardisia,elliptica,ArdEll,ArSp.,Sp.,NA,NA,Shrub,NA,N,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NF,NA,NA,NA,NA,NA,NA,NA,[4also],,
A4.8,Eric,Ericales,Myrs,Myrsinaceae,NA,Ardisia,escallionoides,ArdEsc,ArEs,NA,Marlberry,NA,Shrub,NA,N,Ham,NA,NA,NA,NA,NA,NA,Ham,NA,NA,NA,NA,B3H,NA,NA,NA,NA,NA,NA,NA,[4also],,
A4.8,Eric,Ericales,Myrs,Myrsinaceae,NA,Myrsine,cubana,MyrCub,MyCu,NA,NA,NA,Tree,Shrub,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.5,Myrt,Myrtales,Myrt,Myrtaceae,NA,Eugenia,aggregata,EugAgg,EuAg,NA,Rio Grande cherry,NA,Tree,Shrub,Y,Landsc,NA,NA,NA,NA,NA,NA,B2N,NA,NA,NA,B2N,NA,NA,NA,NA,NA,NA,NA,NA,[8],,
A4.5,Myrt,Myrtales,Myrt,Myrtaceae,NA,Eugenia,axillaris,EugAxi,EuAx,NA,White stopper,NA,Tree,Shrub,N,Landsc,Ham,NA,NA,NA,NA,NA,Ham,Roc,NA,NA,NF,B3H,NA,NA,NA,NA,NA,NA,NA,[4also],,
A4.5,Myrt,Myrtales,Myrt,Myrtaceae,NA,Eugenia,brasiliensis ,EugBra,EuBr,NA,"Brazilian cherry, grumichama",NA,Tree,Shrub,Y,Landsc,NA,NA,NA,NA,NA,NA,B2N,NA,NA,NA,B2N,NA,NA,NA,NA,NA,NA,NA,NA,[8],,
A4.5,Myrt,Myrtales,Myrt,Myrtaceae,NA,Eugenia,confusa,EugCon,EuCu,NA,NA,NA,Tree,Shrub,?,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.5 ,Myrt,Myrtales,Myrt,Myrtaceae,NA,Eugenia,foetida,EugFoe,EuFo,NA,NA,NA,Shrub,Tree,N,Landsc,NA,NA,NA,NA,NA,NA,8255,Storage,8216?,PltClnc?,NF,B3H?,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Myrt,Myrtales,Myrt,Myrtaceae,NA,Eugenia,luschnathiana,EugLus,EuLu,NA,NA,NA,Shrub,Tree,Y,Landsc,NA,NA,NA,NA,NA,NA,B2N,NA,NA,NA,B2N,NA,NA,NA,NA,NA,NA,NA,NA,[8],,
A4.5,Myrt,Myrtales,Myrt,Myrtaceae,NA,Eugenia,sp.,EugSp.,EuSp.1,Sp.,NA,Resembles E. rhombia,NA,NA,?,Landsc,NA,NA,NA,NA,NA,NA,8266,SoilSci,NA,NA,NF,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Myrt,Myrtales,Myrt,Myrtaceae,NA,Eugenia,uniflora,EugUni,EuUn,NA,NA,NA,Shrub,Tree,N,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,B2,B3H?,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Myrt,Myrtales,Myrt,Myrtaceae,NA,Eugenia,vuehlo,EugVue,EuVu,NA,NA,NA,Tree,Shrub,Y,Landsc,NA,NA,NA,NA,NA,NA,B2N,NA,NA,NA,B2N,NA,NA,NA,NA,NA,NA,NA,NA,[8],,
A4.5,Myrt,Myrtales,Myrt,Myrtaceae,NA,Melaleuca,viminalis,MelVim,MeSp.,Sp.,NA,NA,Tree,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,8216,PltClnc,NA,NA,NA,NA,NA,NA,NA,NA,NA,1?,NA,NA,,
A4.5,Myrt,Myrtales,Myrt,Myrtaceae,NA,Myrcianthes,fragrans,MyrFra,MyFr,NA,NA,NA,Shrub,Tree,?,Landsc,NA,NA,NA,NA,NA,NA,8219,Hydrology,NA,NA,NF,NF,NA,NA,NA,NA,NA,H,NA,[4also],,
A4.5,Myrt,Myrtales,Myrt,Myrtaceae,NA,Myrciaria ,cauliflora,MyrCau,MyCa,NA,"Brazilian grape tree,  jabuticaba",2-3 plants at TREC,Shrub,Tree,Y,CropP,Landsc,NA,NA,NA,NA,NA,B2N,NA,NA,NA,B2N,NA,NA,NA,NA,NA,NA,NA,NA,[8],,
A4.5,Myrt,Myrtales,Myrt,Myrtaceae,NA,Myrciaria ,floribunda,MyrFlo,MyFl,NA,guava berry,NA,Tree,Shrub,Y,CropP,Landsc,NA,NA,NA,NA,NA,B2N,B2S,NA,NA,B2,NA,NA,NA,NA,NA,NA,NA,NA,[1],,
A4.5,Myrt,Myrtales,Myrt,Myrtaceae,NA,NA,sp.,NA,NA,Gen,NA,NA,NA,NA,?,Landsc,NA,NA,NA,NA,NA,NA,8216,PltClnc,NA,NA,NF,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Myrt,Myrtales,Myrt,Myrtaceae,NA,Pimienta,dioica,PimDio,PiDi,NA,Allspice,NA,Tree,Shrub,?,Landsc,NA,NA,NA,NA,NA,NA,B2N,NA,NA,NA,B2N,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Myrt,Myrtales,Myrt,Myrtaceae,NA,Pimienta,racemosa,PimRac,PiRa,NA,"Bay rum, West indian bay","B2N, site # 7-I",Tree,Shrub,?,Landsc,NA,NA,NA,NA,NA,NA,B2N,NA,NA,NA,B2N,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Myrt,Myrtales,Myrt,Myrtaceae,NA,Psidium ,cattleianum ,PsiCat,PsCa,NA,Cattley guava,NA,Tree,Shrub,N,CropP,Landsc,NA,NA,NA,NA,NA,B2,NA,NA,NA,B2,NF,NA,NA,NA,NA,NA,NA,NA,[1],,
A4.5,Myrt,Myrtales,Myrt,Myrtaceae,NA,Psidium ,friedrichsthalianum ,PsiFri,PsFr,NA,NA,NA,Tree,Shrub,Y,CropP,Landsc,NA,NA,NA,NA,NA,B2,NA,NA,NA,B2,NA,NA,NA,NA,NF,NA,NA,NA,[1],,
A4.5,Myrt,Myrtales,Myrt,Myrtaceae,NA,Psidium ,guajava,PsiGua,PsGu,NA,Guava,NA,Tree,Shrub,N,CropP,Landsc,NA,NA,NA,NA,NA,B10,NA,NA,NA,B2,NF,NA,NA,NA,B10,NA,NA,NA,NA,,
A4.5,Myrt,Myrtales,Myrt,Myrtaceae,NA,Syzygium ,samarangense,SyzSam,SySa,NA,Wax jambu,NA,Tree,Shrub,Y,CropP,Landsc,NA,NA,NA,NA,NA,B2,NA,NA,NA,B2,NA,NA,NA,NA,NA,NA,NA,NA,[1],,
A4.5,Myrt,Myrtales,Myrt,Myrtaceae,NA,Syzygium ,sp.,SyzSp.,SySp.,Gen,NA,NA,Tree,Shrub,N,Roc,Weed,NA,Roc,NA,NA,NA,B13,Roc,B3,Ham,NA,B3H?,NA,NA,NA,NA,NA,NA,NA,NA,,
A1,Fern,Fern,Neph,Nephrolepidaceae,NA,Nephrolepis,brownei,NepBro,NeBr,NA,Asian sword fern,NA,Herb,NA,N,Landsc,Epiph,NA,NA,NA,NA,NA,NA,NA,NA,NA,NF,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A1,Fern,Fern,Neph,Nephrolepidaceae,NA,Nephrolepis,cordifolia,NepCor,NeCo,NA,Tuberous sword fern,NA,Herb,NA,N,Landsc,Epiph,Weed,L&L,Epi,NA,NA,NA,NA,NA,NA,NF,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A1,Fern,Fern,Neph,Nephrolepidaceae,NA,Nephrolepis,exaltata,NepExa,NeEx,NA,Boston sword fern,NA,Herb,NA,N,Landsc,Epiph,Weed,L&L,Epi,NA,NA,B1a,8255,8256,NA,NF,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A1,Fern,Fern,Neph,Nephrolepidaceae,NA,Nephrolepis,falcata,NepFal,NeFa,NA,Fishtail sword fern,NA,Herb,NA,?,Landsc,NA,NA,NA,NA,NA,NA,8253,8254,8256,8257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.2,Cary,Caryophyllales,Nyct,Nyctaginaceae,NA,Boerhavia,diffusa,BoeDif,BoDi,NA,NA,NA,Herb,NA,N,Weed,NA,NA,L&L,NA,NA,NA,WdDi,NA,NA,NA,NF,NF,NA,NA,NA,NF,NF,NA,NA,NA,,
A4.2,Cary,Caryophyllales,Nyct,Nyctaginaceae,NA,Boerhavia,erecta,BoeEre,BoEr,NA,NA,NA,Herb,NA,N,Weed,NA,NA,Veg,NA,NA,NA,WdDi,B14,NA,NA,WdDi,NF,NA,NA,NA,WdDi,WdDi,NA,NA,NA,,
A4.2,Cary,Caryophyllales,Nyct,Nyctaginaceae,NA,Bougainvillea,sp.,BouSp.,BoSp.2,Sp.,NA,NA,Vine,Shrub,Y,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.8,Lami,Lamiales,Olea,Oleaceae,NA,Forestiera,segregata,ForSeg,FoSe,NA,NA,NA,Shrub,Tree,N,Roc,Ham,Landsc,NA,NA,NA,NA,WdDi,NA,NA,NA,NF,B3H?,NA,NA,NA,NF,NA,NA,NA,[4also],,
A4.8,Lami,Lamiales,Olea,Oleaceae,NA,Jasminum,dichotomum,JasDic,JaDi,NA,NA,NA,Vine,Shrub,N,Weed,NA,NA,L&L,NA,NA,NA,WdDi,NA,NA,NA,WdDi,B3H,NWH,NA,NA,B10,NF,PestHost,NA,[4also],,
A4.8,Lami,Lamiales,Olea,Oleaceae,NA,Jasminum,fluminense,JasFlu,JaFl,NA,NA,NA,Vine,NA,N,Weed,NA,NA,L&L,NA,NA,NA,WdDi,NA,NA,NA,B2,B3H,NWH,NA,NA,B10,NF,PestHost,NA,[4also],,
A4.5,Myrt,Myrtales,Onag,Onagraceae,NA,Oenothera,laciniata,OenLac,OeLa,NA,NA,NA,Herb,NA,N,Weed,NA,NA,Veg,NA,NA,NA,WdDi,NA,NA,NA,NF,NF,NA,NA,NA,WdDi,WdDi,NA,NA,NA,,
A2,Aspa,Asparagales,Orch,Orchidaceae,NA,NA,sp.,NA,NA,Gen,Worm-vine orchid,NA,Herb,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,8216,PltClnc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A2,Aspa,Asparagales,Orch,Orchidaceae,NA,NA,sp.,NA,NA,Gen,NA,"Clumping, 4-6” bulbs",Herb,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,8216,PltClnc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A2,Aspa,Asparagales,Orch,Orchidaceae,NA,NA,sp.,NA,NA,Gen,NA,"Inflo thick, spikelike; colored bracts",Herb,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,8216,PltClnc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A2,Aspa,Asparagales,Orch,Orchidaceae,NA,NA,sp.,NA,NA,Gen,NA,~giant epidendrum,Herb,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,8216,PltClnc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A2,Aspa,Asparagales,Orch,Orchidaceae,NA,NA,sp.,NA,NA,Gen,NA,"1"" pseudobulbs, 6"" linear leaves",Herb,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,On Dypsis trunk,8252,8253,Breezeway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A2,Aspa,Asparagales,Orch,Orchidaceae,NA,Brassia/Oncidium,sp.,NA,NA,Gen,Spider orchid?,NA,Herb,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,8257,Ento,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A2,Aspa,Asparagales,Orch,Orchidaceae,NA,Oeceoclades,maculata,OecMac,OeMa,NA,NA,NA,Herb,NA,N,Weed,NA,NA,L&L,NA,NA,NA,Arbo,NA,NA,NA,WdDi,B3H,NA,NA,NA,NF,NA,NA,NA,[4also],,
A2,Aspa,Asparagales,Orch,Orchidaceae,NA,Phalaenopsis,sp.,NA,NA,sp.,Orchid,"White flowers (~4"" diam); some yellow in center",Herb,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,On Dypsis trunk,8252,8253,Breezeway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A2,Aspa,Asparagales,Orch,Orchidaceae,NA,Phalaenopsis,sp.,NA,NA,sp.,Orchid,"Yellow flowers (~4"" diam); red in center and some red on petals",Herb,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,On Dypsis trunk,8252,8253,Breezeway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A2,Aspa,Asparagales,Orch,Orchidaceae,NA,Phalaenopsis,sp.,NA,NA,sp.,Orchid,"Red flowers (~2-3"" diam)",Herb,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,On Dypsis trunk,8252,8253,Breezeway,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A2,Aspa,Asparagales,Orch,Orchidaceae,NA,~Ploedia,purpurea,PloPur,PlPu,Gen,NA,"Terrestrial, purple flowers",Herb,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,?1,NA,PamMoon,,
A2,Aspa,Asparagales,Orch,Orchidaceae,NA,Vanilla,sp.,VanSp.,VaSp.,Sp.,Vanilla orchid,Placed on Hyphae sp. palm,Herb,NA,Y,Landsc,CropIn,NA,NA,NA,NA,NA,On Hyphae sp. palm,8223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PamMoon,,
A4.8,Lami,Lamiales,Orob,Orobanchaceae,NA,Buchnera,americana,BucAme,BuAm,NA,NA,NA,Herb,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.5,Oxal,Oxalidales,Oxal,Oxalidaceae,NA,Averrhoa,carambola,AveCar,AvCa,NA,Starfruit or carambola,NA,Tree,Shrub,Y,CropP,NA,NA,NA,NA,NA,NA,B2,B5,NA,NA,B2,NA,NA,B5,NA,NF,NA,NA,NA,[3],,
A4.5,Oxal,Oxalidales,Oxal,Oxalidaceae,NA,Oxalis,corniculata,OxaCor,OxCo,NA,Woodsorrel,NA,Herb,NA,N,Weed,NA,NA,L&L,G&P,NA,NA,WdDi,NA,NA,NA,WdDi,B3H,NWH,NA,NA,WdDi,NF,NA,NA,[4also],,
A4.5,Oxal,Oxalidales,Oxal,Oxalidaceae,NA,Oxalis,latifolia,OxaLat,OxLa,NA,Woodsorrel,NA,Herb,NA,N,Weed,NA,NA,Veg,NA,NA,NA,WdDi,NA,NA,NA,NF,NF,NA,NA,NA,B10,WdDi,P,NA,NA,,
A4.2,Ranu,Ranunculales,Papa,Papaveraceae,NA,Argemone,mexicana,ArgMex,ArMe,NA,Mexican prickly poppy,NA,Herb,NA,N,Weed,NA,NA,L&L,NA,NA,NA,WdDi,NA,NA,NA,WdDi,NF,NA,NA,B6dump,WdDi,WdDi,H,P,NA,,
A4.2,Ranu,Ranunculales,Papa,Papaveraceae,NA,Fumaria,officinalis,FumOff,FuOf,NA,NA,NA,Herb,NA,N,Weed,NA,NA,L&L,NA,NA,NA,NA,NA,NA,NA,NA,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Malp,Malpighiales,Pass,Passifloraceae,NA,Passiflora,biflora,PasBif,PaBi,NA,NA,NA,Vine,NA,N,Weed,NA,NA,L&L,NA,NA,NA,NA,NA,NA,NA,WdDi,B3H,NWH,NA,NA,NF,NA,NA,NA,[4also],,
A4.5,Malp,Malpighiales,Pass,Passifloraceae,NA,Passiflora,edulis,PasEdu,PaEd,NA,Passion fruit,"includes ‘Possum Purple’, 'Panama Red', and yellow varieties",Vine,NA,N,CropP,NA,NA,Landsc,NA,NA,NA,8221,Wfence,B14,B15,NF,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Malp,Malpighiales,Pass,Passifloraceae,NA,Passiflora,laurifolia hybrid,PasLauNA,PaLaNA,Sp.,Water lemon,NA,Vine,NA,Y,CropP,NA,NA,NA,NA,NA,NA,B9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"[2, 6]",,
A4.5,Malp,Malpighiales,Pass,Passifloraceae,NA,Passiflora,suberosa,PasSub,PaSu,NA,NA,NA,Vine,NA,N,Weed,NA,NA,L&L,NA,NA,NA,NA,NA,NA,NA,WdDi,B3H,NA,NA,NA,WdDi,NA,NA,NA,[4also],,
A4.5,Malp,Malpighiales,Phyl,Phyllanthaceae,NA,Phyllanthus,amarus,PhyAma,PhAm,NA,NA,NA,Herb,NA,N,Weed,NA,NA,Veg,NA,NA,NA,WdDi,NA,NA,NA,WdDi,NF,NA,NA,NA,WdDi,WdDi,P,NA,NA,,
A4.5,Malp,Malpighiales,Phyl,Phyllanthaceae,NA,Phyllanthus,pentaphyllus,PhyPen,PhPe,NA,NA,NA,NA,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.5,Malp,Malpighiales,Phyl,Phyllanthaceae,NA,Phyllanthus,tenellus,PhyTen,PhTe,NA,NA,NA,Herb,NA,N,Weed,NA,NA,L&L,NA,NA,NA,NA,NA,NA,NA,WdDi,B3H,NA,NA,NA,NF,NA,NA,NA,NA,,
A4.5,Sapi,Sapindales,Picr,Picramniaceae,NA,Picramnia,pentandra,PicPen,PiPe1,NA,NA,NA,Tree,Shrub,N,Ham,NA,NA,NA,NA,NA,NA,Ham,NA,NA,NA,NA,B3H,NA,NA,NA,NA,NA,NA,NA,NA,,
A1.2,Coni,Coniferales,Pina,Pinaceae,NA,Pinus,elliotii densa,PinEll,PiEl,NA,NA,NA,Tree,NA,N,Roc,Native,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NF,NA,NA,NA,NA,NA,NA,NA,[4also],,
A4.8,Apia,Apiales,Pitt,Pittosporaceae,NA,Pittosporum,pentandrum,PitPen,PiPe2,NA,Mock orange,NA,Tree,Shrub,N,Landsc,Ham,Weed,L&L,Roc,Ham,NA,Roc,Ham,NA,NA,NF,B3H,NWH,NA,NA,NA,NA,NA,NA,[4also],,
A4.8,Apia,Apiales,Pitt,Pittosporaceae,NA,Pittosporum,tobira,PitTob,PiTo,NA,NA,NA,Shrub,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.8,Lami,Lamiales,Plan,Plantaginaceae,NA,Bacopa,monnieri,BacMon,BaMo,NA,NA,in new sod,Herb,NA,N,Lawn,Weed,NA,L&L,NA,NA,NA,8223,EastLabs,NA,NA,NA,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.8,Lami,Lamiales,Plan,Plantaginaceae,NA,Linderna,crustacea,LinCru,LiCu,NA,NA,NA,Herb,NA,N,Lawn,Weed,NA,L&L,NA,NA,NA,8223,EastLabs,NA,NA,NA,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.8,Lami,Lamiales,Plan,Plantaginaceae,NA,Mecardonia,procumbens,MecPro,MePr,NA,NA,NA,Herb,NA,N,Lawn,Weed,NA,L&L,NA,NA,NA,NA,NA,NA,NA,NF,NF,NA,NA,NA,NF,NA,H,NA,NA,,
A4.8,Lami,Lamiales,Plan,Plantaginaceae,NA,Plantago,virginica,PlaVir,PlVi,NA,NA,NA,Herb,NA,N,Weed,NA,NA,L&L,NA,NA,NA,WdDi,NA,NA,NA,WdDi,NF,NA,NA,NA,WdDi,WdDi,P,NA,NA,,
A4.8,Lami,Lamiales,Plan,Plantaginaceae,NA,Russelia,equisetiformis,RusEqu,RuEq,NA,Firecracker plant,NA,Herb,Shrub,N,Landsc,NA,NA,NA,NA,NA,NA,8267,VergelHome,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.2,Poly,Polygonales,Plum,Plumbaginaceae,NA,Plumbago,auriculata,PluAur,PlAu,NA,Cape plumbago or leadwort,usually blue flowers,Shrub,Herb,?,Landsc,NA,NA,NA,NA,NA,NA,8266,SoilSci,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.2,Poly,Polygonales,Plum,Plumbaginaceae,NA,Plumbago,zeylanica,PluZey,PlZe,NA,Doctorbush,White flowers,Herb,Shrub,N,Weed,NA,NA,L&L,NA,NA,NA,B1a,Arbo,NA,NA,NA,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Andropogon,glomeratus,AndGlo,AnGl,NA,NA,NA,Herb,NA,N,Native,NA,NA,NA,NA,NA,NA,Roc,Ham,NA,NA,NA,NF,NA,NA,NA,NF,NA,NA,NA,[4also],,
A3,Poal,Poales,Poac,Poaceae,NA,Andropogon,sp.,AndSp.,AnSp.,Sp.,NA,NA,Herb,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A3,Poal,Poales,Poac,Poaceae,NA,Axonopus,compressus,AxoCom,AxCo,NA,Broadleaf carpetgrass,NA,Herb,NA,N,Lawn,NA,NA,NA,NA,NA,NA,Lawns,8235,CentLabs,NA,NF,B3H,NA,NA,NA,NF,NF,NA,NA,[4also],,
A3,Poal,Poales,Poac,Poaceae,NA,Bambusa ,melingensis ‘MeClures’,BamMel,BaMe,NA,Bamboo,Used as a windbreak,Tree,Shrub,Y,Landsc,NA,NA,NA,NA,NA,NA,B5east,NA,NA,NA,NA,NA,NA,B5,NA,NA,NA,NA,NA,[3],,
A3,Poal,Poales,Poac,Poaceae,NA,Bambusa,simplex,BamSim,BaSi,NA,Bamboo,NA,Tree,Shrub,Y,Landsc,NA,NA,NA,NA,NA,NA,8232,Shop,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Bothriochloa,ischaemum,BotIsc,BoIs,NA,Beard grass,NA,Herb,NA,N,Lawn,NA,NA,NA,NA,NA,NA,Lawns,NA,NA,NA,NF,NF,NWH?,NA,NA,NF,NF,?1,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Bothriochloa,pertusa,BotPer,BoPe,NA,Beard grass,NA,Herb,NA,N,Lawn,NA,NA,NA,NA,NA,NA,Lawns,NA,NA,NA,NF,NF,NWH?,B5,NA,NF,NF,P,NA,[4also],,
A3,Poal,Poales,Poac,Poaceae,NA,Cenchrus,brownii,CenBro,CeBr,NA,Slimbristle sandbur,Rare,Herb,NA,N,Weed,NA,NA,L&L,NA,NA,NA,B5,NA,NA,NA,NA,NA,NA,B5,NA,NA,NA,NA,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Cenchrus,echinatus,CenEch,CeEc,NA,Southern sandbur,NA,Herb,NA,N,Weed,Lawn,NA,L&L,Roc?,NA,NA,B14,NA,NA,NA,NA,NA,NA,B5,NA,NA,NA,NA,NA,[4also],,
A3,Poal,Poales,Poac,Poaceae,NA,Chloris,radiata,ChlRad,ChRa,NA,NA,NA,Herb,NA,N,Lawn,NA,NA,NA,NA,NA,NA,Lawns,NA,NA,NA,WdDi,B3H,NA,NA,NA,WdDi,WdDi,NA,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Cymbopogon,sp.,CymSp.,CySp.,Sp.,Lemongrass,NA,Herb,NA,Y,CropP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Cyonodon,dactylon,CyoDac,CyDa,NA,Bermudagrass,NA,Herb,NA,N,Lawn,Weed,NA,L&L,Veg,NA,NA,Lawns,NA,NA,NA,WdDi,B3H,NA,NA,NA,WdDi,WdDi,NA,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Dactyloctenium,aegyptium,DacAeg,DaAe,NA,Crowfootgrass,NA,Herb,NA,N,Lawn,Weed,NA,L&L,NA,NA,NA,Lawns,NA,NA,NA,WdDi,B3H,NA,NA,NA,WdDi,WdDi,NA,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Dichanthelium,strigosum glabrescens,DicStr,DiSt,NA,NA,NA,Herb,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A3,Poal,Poales,Poac,Poaceae,NA,Dichanthium,aristatum,DicAri,DiAr,NA,Beard grass,NA,Herb,NA,N,Lawn,NA,NA,NA,NA,NA,NA,Lawns,NA,NA,NA,NF,NF,NA,NA,NA,NF,NF,H,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Digitaria,ciliaris,DigCil,DiCi,NA,Southern crabgrass,NA,Herb,NA,N,Weed,NA,NA,L&L,Veg,G&P,NA,WdDi,NA,NA,NA,WdDi,B3H,NWH,NA,NA,WdDi,WdDi,NA,NA,[4also],,
A3,Poal,Poales,Poac,Poaceae,NA,Dinebra [Leptochloa],panicea mucronata,LepSp.,NA,Sp.,NA,NA,Herb,NA,N,Weed,NA,NA,Veg,L&L,NA,NA,B16,NA,NA,NA,NA,NA,NA,NA,NA,NA,B16,NH,NA,NA,,
A3,Poal,Poales,Poac,Poaceae,NA,Echinochloa,colona,EchCol,EcCo,NA,Barnyardgrass,NA,Herb,NA,N,Weed,NA,NA,Veg,L&L,NA,NA,WdDi,NA,NA,NA,WdDi,NF,NA,NA,B6,WdDi,WdDi,NA,NA,NA,,
