Genl group,Order acro,Order,Family acro,Family,Subfam acro,Genus,Species,Species acro1,Species acro2,Uncertain Id1,Common name,Comments,Growth form,Growth form,Cultivated only?8,Plant type2,Plant type2,Plant type2,Habitat (weeds) 3,Habitat (weeds) 3,Habitat (weeds) 3,Habitat (weeds) 3,Location 4,Location 4,Location 4,Location 4,B2,B3 incl. hammock5,NWH (NW hammock),B5,B6,B10,B16,Status6,Status6,Sources7,,
A4.5,Bras,Brassicales,Bras,Brassicaceae,NA,Lepidium,virginianum,LepVir,LeVi,NA,NA,NA,Herb,NA,N,Weed,NA,NA,L&L,NA,NA,NA,WdDi,NA,NA,NA,WdDi,NF,NA,NA,NA,WdDi,WdDi,NA,NA,NA,,
A3,Brom,Bromeliales,Brom,Bromeliaceae,NA,Aechmea,blanchetiana,AecBla,AeBl,NA,NA,5’ x 3’ red & yellow inflo,Herb,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Brom,Bromeliales,Brom,Bromeliaceae,NA,Aechmea, 'Blue rain',NA,NA,sp.,Blue rain bromeliad,NA,Herb,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,8256,Ento,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Brom,Bromeliales,Brom,Bromeliaceae,NA,Aechmea,nr. chantini,NA,NA,sp.,NA,Probably cultivars and/or hybrids,Herb,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,8253,8256,8257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Brom,Bromeliales,Brom,Bromeliaceae,NA,Alcantarea,imperialis,AlcImp,AlIm,NA,NA,NA,Herb,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,8253-4,8256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Brom,Bromeliales,Brom,Bromeliaceae,NA,Ananus,comosus,AnaCom,AnCo,NA,Pineapple,NA,Herb,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Brom,Bromeliales,Brom,Bromeliaceae,NA,Guzmania,sp.,NA,NA,sp.,NA,"Thin, papery leaves for a bromiliad; inflo bracts reduced only somewhat",Herb,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,8216,PltClnc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Brom,Bromeliales,Brom,Bromeliaceae,NA,Hohenbergia,nr. stellata,NA,NA,Sp.,NA,5’ x 1’ Andropogon-like inflo clumps,Herb,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,8216,PltClnc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Brom,Bromeliales,Brom,Bromeliaceae,NA,Neoregelia,carolinae,NeoCar,NeCa,NA,NA,NA,Herb,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Brom,Bromeliales,Brom,Bromeliaceae,NA,Neoregelia,cruenta,NeoSp.,NeSp.,Sp.,NA,NA,Herb,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,8260,Tchng,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Brom,Bromeliales,Brom,Bromeliaceae,NA,Tillandsia,balbisiana,TilBal,TiBa,NA,NA,"Recurved lvs, bulbous bs",Herb,NA,N,Epiph,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NF,NF,NA,NA,NA,NF,NA,NA,NA,NA,,
A3,Brom,Bromeliales,Brom,Bromeliaceae,NA,Tillandsia,faciculata,TilFac,TiFa,NA,NA,NA,Herb,NA,N,Epiph,Weed,NA,Epi,NA,NA,NA,WdDi,NA,NA,NA,WdDi,NF,NA,NA,NA,WdDi,NA,NA,NA,NA,,
A3,Brom,Bromeliales,Brom,Bromeliaceae,NA,Tillandsia,recurvata,TilRec,TiRe,NA,NA,NA,Herb,NA,N,Epiph,Weed,NA,Epi,NA,NA,NA,WdDi,NA,NA,NA,NF,NF,NA,NA,NA,NF,NA,NA,NA,NA, ,
A3,Brom,Bromeliales,Brom,Bromeliaceae,NA,Tillandsia,utricularia,TilUtr,TiUt,NA,NA,Elongate inflo.,Herb,NA,N,Epiph,NA,NA,NA,NA,NA,NA,8216,8235,NA,NA,NF,NF,NA,NA,NA,NF,NA,NA,NA,NA,,
A4.5,Sapi,Sapindales,Burs,Burseraceae,NA,Bursera,simaruba,BurSim,BuSi,NA,Gumbo-limbo,NA,Tree,NA,N,Ham,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NF,B3H,NWH,NA,NA,NA,NA,NA,NA,[4also],,
A4.2,Cary,Caryophyllales,Cact,Cactaceae,NA,Hylocereus,polyrhizus x undatus,HylPolXund,HyPoXun,NA,Pitaya or dragon fruit,‘Natural Mystic’,Shrub,Vine,?,CropP,Landsc,NA,NA,NA,NA,NA,B9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[6],,
A4.2,Cary,Caryophyllales,Cact,Cactaceae,NA,Hylocereus,undatus,HylUnd,HyUn,NA,Pitaya or dragon fruit,NA,Vine,Shrub,N,CropP,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.2,Cary,Caryophyllales,Cact,Cactaceae,NA,NA,sp.,NA,NA,Gen,NA,Cerenid tribe,Shrub,Vine,N,Landsc,NA,NA,NA,NA,NA,NA,Wfence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.2,Cary,Caryophyllales,Cact,Cactaceae,NA,Opuntia,cochinellifera,OpuCoc,OpCo,NA,NA,NA,Tree,Shrub,N,Landsc,NA,NA,NA,NA,NA,NA,Wfence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.2,Cary,Caryophyllales,Cact,Cactaceae,NA,Opuntia,stricta,OpuStr,OpSt,NA,NA,NA,Shrub,NA,N,Landsc,NA,NA,NA,NA,NA,NA,Wfence,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Zing,Zingeberales,Cann,Cannaceae,NA,Canna,sp.,CanSp.,CaSp.,Sp.,Canna lily,NA,Herb,NA,?,Landsc,NA,NA,NA,NA,NA,NA,B1d,8211,DakNGnhs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.8,Dips,Dipsacales,Capr,Caprifoliaceae,NA,NA,sp.,NA,NA,Fam,NA,"40’ tree, attractive, peeling bark",Tree,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,Arbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,1,NA,,
A4.5,Bras,Brassicales,Cari,Caricaceae,NA,Carica,papaya,CarPap,CaPa,NA,Papaya,NA,Tree,Shrub,N,CropP,Weed,NA,Ham,NA,NA,NA,NA,NA,NA,NA,NF,B3H,NA,NA,NA,NF,NA,NA,NA,NA,,
A4.2,Cary,Caryophyllales,Cary,Caryophyllaceae,NA,Drymaria,cordata,DryCor,DrCo,NA,NA,NA,Herb,NA,N,Weed,NA,NA,L&L,NA,NA,NA,WdDi,NA,NA,NA,WdDi,NF,NA,NA,NA,WdDi,NF,NA,NA,NA,,
A4.5,Faga,Fagales,Cass,Cassuarinaceae,NA,Cassuarina,equisetifolia,CasEqu,CaEq,NA,Australian pine,NA,Tree,NA,N,Weed,NA,NA,Ham,NA,NA,NA,NA,NA,NA,NA,NF,B3H,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Cela,Celastrales,Cela,Celastraceae,NA,Crossopetalum,ilicifolium,CroIli,CrIl,NA,NA,NA,Shrub,Herb,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.5,Rosa,Rosales,Celt,Celtidaceae,NA,Trema,micrantha,TreMic,TrMi,NA,NA,NA,Tree,Shrub,N,Roc,Ham,NA,NA,NA,NA,NA,Roc,Ham,NA,NA,NF,B3H,NA,NA,NA,NA,NA,NA,NA,[4also],,
A4.2,Cary,Caryophyllales,Chen,Chenopodiaceae,NA,Chenopodium,album,CheAlb,ChAl1,NA,NA,NA,Herb,NA,N,Weed,Veg,NA,NA,NA,NA,NA,WdDi,NA,NA,NA,NF,NF,NA,NA,NA,WdDi,WdDi,NA,NA,NA,,
A4.5,Rosa,Rosales,Chry,Chrysobalanaceae,NA,Chrysobalanus,icaco,ChrIca,ChIc,NA,Coco plum,NA,Shrub,Tree,?,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Malp,Malpighiales,Clus,Clusiaceae,NA,Clusia,rosea,CluRos,ClRo,NA,Custard apple,NA,Tree,Shrub,?,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NF,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Malp,Malpighiales,Clus,Clusiaceae,NA,Garcinia,livingstonei,GarLiv,GaLi,NA,NA,NA,Tree,Shrub,Y,Landsc,CropP,NA,NA,NA,NA,NA,B2N,NA,NA,NA,B2N,NA,NA,NA,NA,NA,NA,NA,NA,[8],,
A4.5,Malp,Malpighiales,Clus,Clusiaceae,NA,Garcinia,spicata/subelliptica,GarSp.,GaSp.,Sp.,Mangosteen,"Oval leaves with obtuse or rounded tip, appears to be widely planted in the Homestead area",Tree,NA,?,Landsc,CropP,NA,NA,NA,NA,NA,B1N,NA,NA,NA,B2,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Malp,Malpighiales,Clus,Clusiaceae,NA,Garcinia,tinctoria,GarTin,GaTi,NA,Yellow mangosteen,NA,Tree,Shrub,Y,Landsc,CropP,NA,NA,NA,NA,NA,B5,NA,NA,NA,NA,NA,NA,B5,NA,NA,NA,NA,NA,[3],,
A4.5,Myrt,Myrtales,Comb,Combretaceae,NA,Conocarpus,erectus,ConEre,CoEr1,NA,Buttonwood,NA,Tree,Shrub,N,Landsc,Ham,NA,NA,NA,NA,NA,NA,NA,NA,NA,NF,B3H,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Myrt,Myrtales,Comb,Combretaceae,NA,Terminalia,catappa,TerCat,TeCa,NA,Tropical almond,NA,Tree,NA,N,Landsc,Ham,NA,NA,NA,NA,NA,Ham,NA,NA,NA,NA,B3H,NA,NA,NA,NA,NA,1?,NA,NA,,
A4.5 ,Myrt,Myrtales,Comb,Combretaceae,NA,Terminalia,molinetti,TerMol,TeMo,NA,NA,NA,Tree,Shrub,N,Landsc,NA,NA,NA,NA,NA,NA,8255,Storage ,Arbo,NA,NF,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Comm,Commelinales,Comm,Commelinaceae,NA,Commelina,diffusa,ComDif,CoDi2,NA,NA,NA,Herb,NA,N,Weed,NA,NA,L&L,NA,NA,NA,NA,NA,NA,NA,NF,NF,NA,NA,NA,NF,NA,NA,NA,NA,,
A3,Comm,Commelinales,Comm,Commelinaceae,NA,Commelina,erecta,ComEre,CoEr2,NA,NA,NA,Herb,NA,N,Weed,NA,NA,L&L,NA,NA,NA,NA,NA,NA,NA,B2,NF,NA,NA,NA,WdDi,NA,NA,NA,NA,,
A3,Comm,Commelinales,Comm,Commelinaceae,NA,Cyanotis,nr. obtusa,NA,NA,sp.,NA,Purple leaves,Herb,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,8252,FrOfc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Comm,Commelinales,Comm,Commelinaceae,NA,Gibasis,pellucida,GibPel,GiPe,NA,NA,NA,Herb,NA,N,Landsc,NA,NA,NA,NA,NA,NA,8252,FrOfc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Comm,Commelinales,Comm,Commelinaceae,NA,Murdannia,nudiflora,MurNud,MuNu,NA,Nakedstem dewflower,NA,Herb,NA,N,Weed,NA,NA,L&L,NA,NA,NA,WdDi,NA,NA,NA,WdDi,NF,NA,NA,NA,WdDi,NA,NA,NA,NA,,
A3,Comm,Commelinales,Comm,Commelinaceae,NA,Tradescantia,pallida,TraPal,TrPa,NA,NA,NA,Herb,NA,N,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Comm,Commelinales,Comm,Commelinaceae,NA,Tradescantia,spathacea,TraSpa,TrSp,NA,Oyster plant,NA,Herb,NA,N,Weed,Roc,NA,L&L,NA,NA,NA,NA,NA,NA,NA,WdDi,NF,NA,NA,NA,WdDi,,NA,NA,NA,,
A3,Comm,Commelinales,Comm,Commelinaceae,NA,Tradescantia,zebrina,TraZeb,TrZe,NA,NA,NA,Herb,Vine,N,Landsc,NA,NA,NA,NA,NA,NA,8252,FrOfc,NA,NA,NF,NF,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.8,Sola,Solanales,Conv,Convolvulaceae,NA,Dichondra,micrantha,DicMic,DiMi,NA,Dichondra,NA,Herb,NA,N,Lawn,NA,NA,NA,NA,NA,NA,WdDi,NA,NA,NA,WdDi,B3H,NA,NA,NA,WdDi,NF,NA,NA,NA,,
A4.8,Sola,Solanales,Conv,Convolvulaceae,NA,Distimake,dissectus,DisDis,DiDi,NA,Noyau vine,NA,Vine,Herb,N,Landsc,Weed,NA,L&L,NA,NA,NA,B5,NA,NA,NA,NA,NA,NA,B5,NA,NA,NA,NA,NA,NA,,
A4.8,Sola,Solanales,Conv,Convolvulaceae,NA,Evolvulus,sericeus,EvoSer,EvSe,NA,NA,NA,NA,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.8,Sola,Solanales,Conv,Convolvulaceae,NA,Ipomoea,alba,IpoAlb,IpAl,NA,NA,NA,Vine,Herb,N,Roc,Succ,weed,Roc,Succ,NA,NA,NA,NA,NA,NA,WdDi,NF,NA,NA,NA,NF,NA,NA,NA,NA,,
A4.8,Sola,Solanales,Conv,Convolvulaceae,NA,Ipomoea,batatas,IpoBat,IpBa,NA,Sweet potato,NA,Vine,Herb,?,CropT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.8,Sola,Solanales,Conv,Convolvulaceae,NA,Ipomoea,hederifolia,IpoHed,IpHe,NA,NA,NA,Vine,NA,N,weed,NA,NA,L&L,fences,NA,NA,Wfence,NA,NA,NA,NF,NF,NA,B5,B6,NF,NF,NA,NA,NA,,
A4.8,Sola,Solanales,Conv,Convolvulaceae,NA,Ipomoea,indica,IpoInd,IpIn,NA,Oceanblue morninglory,Purple flowers in cool season,Vine,NA,N,Weed,Ham,Landsc,L&L,fences,NA,NA,WdDi,NA,NA,NA,WdDi,B3H?,NWH?,B5?,NA,WdDi,NF,?1 ,NA,NA,,
A4.8,Sola,Solanales,Conv,Convolvulaceae,NA,Ipomoea,tenuissima,IpoTen,IpTe,NA,NA,NA,NA,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.8,Sola,Solanales,Conv,Convolvulaceae,NA,Ipomoea,triloba,IpoTri,IpTr,NA,NA,NA,Vine,NA,N,Weed,NA,NA,L&L,fences,NA,NA,Fences,NA,NA,NA,NF,NF,NA,NA,NA,B10,B16,NA,NA,NA,,
A4.8,Sola,Solanales,Conv,Convolvulaceae,NA,Jacquemontia,curtissii,JacCur,JaCu,NA,NA,NA,NA,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.8,Sola,Solanales,Conv,Convolvulaceae,NA,Turbina,corymbosa,TurCor,TuCo,NA,Christmasvine,Most common Convolvulaceae in the hammock,Vine,Herb,N,Weed,Ham,NA,L&L,Ham,NA,NA,Ham,NA,NA,NA,NF,B3H,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Zing,Zingeberales,Cost,Costaceae,NA,Costa,pulverulentus/speciosus,CosSp.,CoSp.,Sp.,Spiral ginger,NA,Herb,Vine,?,Landsc,NA,NA,NA,NA,NA,NA,8266,SoilSci,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.2,Saxi,Saxifragales,Cras,Crassulaceae,NA,Crassula,arborescens ,CraArb,CrAr,Sp.,NA,NA,Herb,Shrub,Y,Landsc,NA,NA,NA,NA,NA,NA,B4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.2,Saxi,Saxifragales,Cras,Crassulaceae,NA,Crassula,sp.,CraSp.,CrSp.,Gen,NA,NA,Herb,Shrub,Y,Landsc,NA,NA,NA,NA,NA,NA,B4,8211,DakNGnhs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Cucu,Cucurbitales,Cucu,Cucurbitaceae,NA,Citrullus,lanatus,CitLan,CiLa,NA,Watermelon,NA,Vine,NA,Y,CropT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Cucu,Cucurbitales,Cucu,Cucurbitaceae,NA,Cucumis,sativus,CucSat,CuSa,NA,Cucumber,NA,Vine,NA,Y,CropT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Cucu,Cucurbitales,Cucu,Cucurbitaceae,NA,Cucurbita,Moschata,CucMos,CuMo,NA,Calabaza,NA,Herb,Vine,Y,CropT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Cucu,Cucurbitales,Cucu,Cucurbitaceae,NA,Cucurbita,pepo,CucPep,CuPe,NA,Squash,NA,Herb,Vine,Y,CropT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Cucu,Cucurbitales,Cucu,Cucurbitaceae,NA,Momordica,charantia,MomCha,MoCh,NA,NA,NA,Vine,NA,N,Weed,NA,NA,L&L,NA,NA,NA,NA,NA,NA,NA,NF,B3H,NWH,NA,NA,B10,NF,NA,NA,[4also],,
A1.2,Coni,Coniferales,Cupr,Cupressaceae,NA,Juniperus,chinensis,JunChi,JuCh,NA,NA,"Variegated, pfitzer ",Shrub,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,8252,FrOfc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A1.2,Cyca,Cycadales,Cyca,Cycadaceae,NA,Cycas,circinalis,CycCir,CyCi,NA,NA,NA,Tree,Shrub,Y,Landsc,NA,NA,NA,NA,NA,NA,Arbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A1.2,Cyca,Cycadales,Cyca,Cycadaceae,NA,Cycas,revoluta,CycRev,CyRe,NA,NA,NA,Shrub,Tree,Y,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Junc,Juncales,Cype,Cyperaceae,NA,Cyperus,compressus,CypCom,CyCo,NA,NA,NA,Herb,NA,N,Weed,NA,NA,L&L,NA,NA,NA,WdDi,NA,NA,NA,WdDi,NF,NA,NA,NA,WdDi,NF,NA,NA,NA,,
A3,Junc,Juncales,Cype,Cyperaceae,NA,Cyperus,croceus,CypCro,CyCr,NA,NA,NA,Herb,NA,N,Lawn,weed,NA,L&L,NA,NA,NA,Lawns,NA,NA,NA,WdDi,NF,NA,NA,NA,WdDi,NF,NA,NA,NA,,
A3,Junc,Juncales,Cype,Cyperaceae,NA,Cyperus,esculentus,CypEsc,CyEs,NA,Nutsedge,NA,Herb,NA,N,Weed,NA,NA,Veg,NA,NA,NA,NA,NA,NA,NA,NF,NF,NA,NA,NA,NF,NF,P,NA,NA,,
A3,Junc,Juncales,Cype,Cyperaceae,NA,Cyperus,filiformis,CypFil,CyFi,NA,NA,NA,Herb,NA,N,Lawn,NA,NA,NA,NA,NA,NA,B1,B2N,NA,NA,B2N,NF,NA,NA,NA,NF,NA,H,NA,NA,,
A3,Junc,Juncales,Cype,Cyperaceae,NA,Cyperus,rotundus,CypRot,CyRo,NA,Nutsedge,NA,Herb,NA,N,Weed,NA,NA,Veg,L&L,NA,NA,WdDi,NA,NA,NA,WdDi,NF,NA,NA,NA,WdDi,WdDi,NA,NA,NA,,
A3,Junc,Juncales,Cype,Cyperaceae,NA,Kyllinga,brevifolia,KylBre,KyBr,NA,NA,NA,Herb,NA,N,Weed,Lawn,NA,L&L,NA,NA,NA,WdDi,NA,NA,NA,NF,NF,NA,NA,NA,NF,NF,P,NA,NA,,
A3,Junc,Juncales,Cype,Cyperaceae,NA,Kyllinga,squamulata,KylSqu,KySq,NA,Asian spikesedge,NA,Herb,NA,N,Lawn,Weed,NA,L&L,NA,NA,NA,8219,Hydrology,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A3,Junc,Juncales,Cype,Cyperaceae,Cype,Rhynchospora,floridensis,RhyFlo,RhFl,NA,NA,NA,Herb,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A1,Fern,Fern,Denn,Dennstaedtiaceae,NA,Pteridium,aquilinum,PteAqu,PtAq,NA,Bracket fern,Includes var. caudatum,Herb,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NF,NA,NA,NA,NA,NA,NA,NA,[4also],,
A2,Dios,Dioscoreales,Dios,Dioscoreaceae,NA,Dioscorea,sp.,DioSp.1,DiSp.,Sp.,Yams,"Resembles yams, in ~10 gal pot",Vine,Herb,Y,Crop?,NA,NA,NA,NA,NA,NA,B4,8211,DakNGnhs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Malv,Malvales,Dipt?,Dipterocarpaceae?,NA,NA,sp.,NA,NA,Fam,NA,May be only specimens in N America,Tree,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,Arbo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NH,NA,NA,,
NA,Eric,Ericales,Eben,Ebenaceae,NA,Diospyros ,dignya,DioDig,DiDi,Sp.,Black sapote,NA,Tree,Shrub,Y,CropP,Landsc,NA,NA,NA,NA,NA,B2N,B5,NA,NA,B2N,NA,NA,NA,NA,NA,NA,NA,NA,[8],,
NA,Eric,Ericales,Eben,Ebenaceae,NA,Diospyros ,discolor,DioDis,DiDi,NA,Velvet apple ,NA,Tree,Shrub,Y,CropP,Landsc,NA,NA,NA,NA,NA,B2,NA,NA,NA,B2,NA,NA,B5,NA,NA,NA,NA,NA,"[1, 3]",,
NA,Eric,Ericales,Eben,Ebenaceae,NA,Diospyros ,ebe/ebenum,DioEbe,DiEb,Sp.,Black sapote,NA,Tree,Shrub,Y,CropP,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[2],,
NA,Eric,Ericales,Eben,Ebenaceae,NA,Diospyros ,mespiliformis [senegalensis],DioDis,DiDi,NA,NA,NA,Tree,Shrub,Y,CropP,Landsc,NA,NA,NA,NA,NA,B2N,NA,NA,NA,B2N,NA,NA,NA,NA,NA,NA,NA,NA,[8],,
A4.5,Malp,Malpighiales,Euph,Euphorbiaceae,NA,Acalypha,alopecuroidea,AcaAlo,AcAl,NA,NA,NA,Herb,NA,N,Weed,NA,NA,Veg,L&L,NA,NA,WdDi,NA,NA,NA,WdDi,NF,NA,NA,NA,WdDi,WdDi,P,H,NA,,
A4.5,Malp,Malpighiales,Euph,Euphorbiaceae,NA,Acalypha,amentacea wilkesiana,AcaAme,AcAm,NA,NA,Purple leaves,Shrub,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5,Malp,Malpighiales,Euph,Euphorbiaceae,NA,Acalypha,chamaedrifolia,AcaCha,AcCh,NA,NA,NA,Herb,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.5,Malp,Malpighiales,Euph,Euphorbiaceae,NA,Acalypha,hispida,AcaHis,AcHi,NA,NA,NA,Shrub,NA,Y,Landsc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
A4.5 ,Malp,Malpighiales,Euph,Euphorbiaceae,NA,Acalypha,ostryifolia,AcaOst,AcOs,NA,NA,NA,Herb,NA,N,Weed,NA,NA,L&L,NA,NA,NA,B5,NA,NA,NA,NA,NA,NA,B5,NA,NA,NA,NA,NA,NA,,
A4.5 ,Malp,Malpighiales,Euph,Euphorbiaceae,NA,Acalypha,setosa,AcaSet,AcSe,NA,NA,NA,Herb,NA,N,Weed,NA,NA,L&L,NA,NA,NA,B2 ,B3,NA,NA,B2,B3,NA,B5,NA,WdDi,WdDi,NA,NA,NA,,
A4.5,Malp,Malpighiales,Euph,Euphorbiaceae,NA,Chamaesyce,hirta,ChaHir,ChHi,NA,Spurge,NA,Herb,NA,N,Weed,NA,NA,Veg,G&P,NA,NA,WdDi,NA,NA,NA,WdDi,B3H,NA,NA,NA,WdDi,WdDi,NA,NA,[4also],,
A4.5,Malp,Malpighiales,Euph,Euphorbiaceae,NA,Chamaesyce,hyperissifolia,ChaHyp,ChHy1,NA,Spurge,NA,Herb,NA,N,Weed,NA,NA,L&L,G&P,NA,NA,WdDi,NA,NA,NA,WdDi,B3H,NA,NA,NA,WdDi,WdDi,NA,NA,[4also],,
A4.5,Malp,Malpighiales,Euph,Euphorbiaceae,NA,Chamaesyce,hyssopifolia,ChaHys,ChHy2,NA,Spurge,NA,Herb,NA,N,Weed,NA,NA,Veg,G&P,NA,NA,WdDi,NA,NA,NA,WdDi,NF,NA,B5,NA,WdDi,WdDi,P,NA,[4also],,
A4.5,Malp,Malpighiales,Euph,Euphorbiaceae,NA,Chamaesyce,lasiocarpa,ChaLas,ChLa,NA,NA,NA,Herb,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
A4.5,Malp,Malpighiales,Euph,Euphorbiaceae,NA,Chamaesyce,opthalmica,ChaOpt,ChOp,NA,Spurge,NA,Herb,NA,N,Weed,NA,NA,Veg,G&P,NA,NA,WdDi,NA,NA,NA,WdDi,B3H,NA,NA,NA,WdDi,WdDi,NA,NA,NA,,
A4.5,Malp,Malpighiales,Euph,Euphorbiaceae,NA,Chamaesyce,prostrata,ChaPro,ChPr,NA,Spurge,NA,Herb,NA,N,Weed,NA,NA,Veg,G&P,NA,NA,WdDi,NA,NA,NA,WdDi,B3H,NA,NA,NA,WdDi,WdDi,NA,NA,NA,,
A4.5,Malp,Malpighiales,Euph,Euphorbiaceae,Euph,Chamaesyce/Poinsettia,deltoidea/pinetorum,NA,NA,Gen,NA,Either P. pinetorum or C. deltoidea subsp. pinetorum,Herb,NA,N,Roc,NA,NA,NA,NA,NA,NA,Roc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[4only],,
